"geoid","region_type","region_name","year","measure","value"
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_black",6551.12676445967
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_native",572.799042107125
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_AAPI",23223.6903213169
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_white",80905.390092521
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_male",60415.6633080976
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_male0_4",3718.66352096956
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_male5_9",3581.24134827832
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_male10_14",4521.41972085928
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_male15_17",2815.1600215072
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_female",62111.7615075927
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_female0_4",3532.11702298528
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_female5_9",3863.14496976536
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_female10_14",3847.55698633629
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_female15_17",2569.68203003356
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_black",0.0642482451871584
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_native",0.230920347454048
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_AAPI",0.118613935021221
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_white",0.125183709348001
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_male",0.116283131698983
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_male0_4",0.107518361568083
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_male5_9",0.100506552153007
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_male10_14",0.127033121974728
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_male15_17",0.132493147581965
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_female",0.117559165799337
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_female0_4",0.106682466317207
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_female5_9",0.114707337973183
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_female10_14",0.112739328736203
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_female15_17",0.124411151345659
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_black",4745.43049932524
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_native",215
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_AAPI",21124.0940090611
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_white",72408.6254819742
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_male",54088.1549305957
